-65.2777777778,266.666666667,-12.7691349749,232.009453396
-65.2777777778,325.888888889,-6.07246967916,234.634792166
77.34375,312.0,91.1307062977,261.800944393
-283.111111111,247.222222222,-8.51198777819,235.423847717
-71.6388888889,259.166666667,-54.7478632479,229.836271368
-126.833333333,307.555555556,14.4946096849,274.605967571
18.6388888889,225.461538462,20.7107877108,211.624732906
-102.166666667,325.222222222,-4.62493082459,241.564119034
14.5277777778,228.0,29.4261241174,214.974949899
-29.2222222222,349.138888889,15.3971438497,298.504303887
5.7222222222,327.027777778,5.7222222222,327.027777778
-71.6388888889,259.166666667,-21.4221430951,230.691037814
-283.111111111,349.138888889,1.38835237257,256.495562168
-46.4166666667,279.666666667,-3.20061969816,239.540700526
-4.7777777778,297.305555556,38.7132082268,218.401694566
-27.0277777778,349.138888889,2.80794193006,264.421128251
-43.6944444444,266.666666667,-12.2728498807,237.515172736
-27.0277777778,266.222222222,0.630501484658,242.135677627
-71.6388888889,259.166666667,-11.4600908031,234.1668879
-283.111111111,349.138888889,-4.94271519791,240.134375264
5.3888888889,225.461538462,19.2926180837,207.104622882
-79.3888888889,247.222222222,-6.10375255486,237.666158502
77.34375,312.0,112.063936855,286.075636596
5.7222222222,334.555555556,59.8855998856,331.116366367
-76.5833333333,266.666666667,-2.92395524907,234.381194483
-50.1388888889,266.666666667,-6.67837700407,238.643677215
-29.2222222222,349.138888889,25.3213731958,337.908108926
5.3888888889,288.5,46.1948629758,214.427403638
77.34375,312.0,90.521086291,270.253515463
-21.6388888889,268.75,28.0844377667,217.606241849
-63.6,245.944444444,-8.1504550552,243.194832643
-87.1111111111,246.083333333,-22.5674513698,224.219054517
5.3888888889,228.0,36.7947346305,212.129309051
-22.1111111111,349.138888889,42.0075047903,325.612193362
-29.2222222222,349.138888889,32.4162952788,316.535714286
5.3888888889,225.461538462,17.0644623023,204.467956829
-24.3055555556,349.138888889,-7.17348446471,246.185811381
0.1944444444,401.694444444,22.565030732,225.606120527
5.7222222222,334.555555556,42.0843837535,320.618245215
5.7222222222,334.555555556,27.6694596097,325.065134971
-266.444444444,338.305555556,-13.7309231277,232.147644324
-18.5,388.0,56.4562967999,302.864880193
-71.6388888889,251.916666667,-8.22633160579,237.648524309
-79.3888888889,312.0,-12.6769509607,235.491229014
5.3888888889,225.461538462,43.4147531434,217.036807129
-59.4722222222,349.138888889,17.2463025791,320.791766074
-21.9444444444,266.666666667,-8.33645124716,236.486327864
5.7222222222,349.083333333,45.356789779,319.802184721
5.7222222222,349.083333333,53.4928165646,326.963572855
-71.6388888889,279.666666667,-7.30385795679,238.445475309
-71.6388888889,266.666666667,-25.3742096424,231.275521965
-79.3888888889,313.138888889,-11.0733459731,235.06153079
18.6388888889,299.777777778,29.0707651009,217.36950325
-1.1666666667,349.138888889,34.3216273764,327.964170772
-4.7777777778,268.75,24.1175768429,232.133263802
-37.75,349.083333333,-7.73942654476,239.712732919
-71.6388888889,266.666666667,-7.28476696787,236.134420774
-79.3888888889,251.916666667,-21.2346651954,232.358363261
19.8888888889,228.0,54.1217407331,220.216080356
-22.1111111111,349.138888889,-3.63755898756,253.623995424
-44.6206896552,327.027777778,-3.96646325988,241.025371969
